cluster_id,role,title,description,category,impact,urgency,location,language,reporter_role,difficulty,minutes_after_original,overlap_level,is_duplicate
cluster_0046,HARD_NEGATIVE,el air conditioning system feh moshkela,el air conditioning system mehtag check fe el makan.,HVAC_AC,MEDIUM,HIGH,Science Building - Chemistry Lab,arabizi,lecturer,HARD,884,LOW,0
cluster_0047,ORIGINAL,3atel fe microphone,momken 7ad yshoof el microphone fe Engineering Building - Room 101?,AV_CLASSROOM_EQUIPMENT,LOW,MEDIUM,Engineering Building - Room 101,arabizi,admin_staff,HARD,0,,0
cluster_0047,DUPLICATE,3atel fe microphone,el microphone msh sh8al normally fe Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,LOW,MEDIUM,Engineering Building - Room 101,arabizi,admin_staff,HARD,120,MEDIUM,1
cluster_0047,DUPLICATE,3atel fe microphone,feh 3atel fe microphone fe Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,LOW,MEDIUM,Engineering Building - Room 101,arabizi,admin_staff,HARD,817,MEDIUM,1
cluster_0047,RELATED,el door msh by2fel,momken 7ad yshoof el laptop fe Engineering Building - Room 101?,IT_HARDWARE_PRINTING,LOW,MEDIUM,Engineering Building - Room 101,arabizi,admin_staff,HARD,840,RELATED,0
cluster_0047,HARD_NEGATIVE,mshkela fe classroom speakers fe el makan,el classroom speakers mehtag motaba3a.,AV_CLASSROOM_EQUIPMENT,LOW,MEDIUM,Outdoor Courtyard,arabizi,admin_staff,HARD,1143,LOW,0
cluster_0048,ORIGINAL,wall فيه مشكلة,في مشكلة في wall في Library - First Floor. The room is still accessible.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Library - First Floor,ar_eg,lecturer,MEDIUM,0,,0
cluster_0048,DUPLICATE,مشكلة محتاجة متابعة في wall,محتاجين حد يشوف wall في Library - First Floor.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Library - First Floor,ar_eg,lecturer,MEDIUM,2812,MEDIUM,1
cluster_0048,DUPLICATE,مشكلة في wall,في مشكلة محتاجة متابعة في wall في Library - First Floor.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Library - First Floor,ar_eg,lecturer,MEDIUM,2117,MEDIUM,1
cluster_0048,RELATED,كرسي مكسور في القاعة,desk is loose في Library - First Floor. الموضوع محتاج متابعة.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Library - First Floor,ar_eg,lecturer,HARD,161,RELATED,0
cluster_0048,HARD_NEGATIVE,مشكلة في ceiling panel محتاجة حل,في عطل متعلق بـ ceiling panel في المكان.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Lecture Hall B,ar_eg,lecturer,HARD,734,LOW,0
cluster_0049,ORIGINAL,مشكلة monitor في المكان,في مشكلة في monitor في Science Building - Physics Lab. Restarting it did not solve the problem.,IT_HARDWARE_PRINTING,MEDIUM,LOW,Science Building - Physics Lab,ar_eg,dorm_resident,HARD,0,,0
cluster_0049,DUPLICATE,monitor مش شغال,monitor محتاج يتراجع في المكان ده.,IT_HARDWARE_PRINTING,MEDIUM,LOW,Science Building - Physics Lab,ar_eg,dorm_resident,HARD,2045,LOW,1
cluster_0049,DUPLICATE,مشكلة في monitor,في مشكلة محتاجة متابعة في monitor في Science Building - Physics Lab.,IT_HARDWARE_PRINTING,MEDIUM,LOW,Science Building - Physics Lab,ar_eg,dorm_resident,HARD,225,MEDIUM,1
cluster_0049,RELATED,مش عارف أدخل على شبكة الجامعة,في مشكلة في campus network في Science Building - Physics Lab. The problem started during the current class.,IT_NETWORK_ACCOUNTS,MEDIUM,LOW,Science Building - Physics Lab,ar_eg,dorm_resident,HARD,984,RELATED,0
cluster_0049,HARD_NEGATIVE,مشكلة محتاجة متابعة في mouse,لاحظت مشكلة مرتبطة بـ mouse في Library - First Floor.,IT_HARDWARE_PRINTING,MEDIUM,LOW,Library - First Floor,ar_eg,dorm_resident,HARD,501,LOW,0
cluster_0050,ORIGINAL,el projector feh moshkela,el projector does not turn on fe Lecture Hall B.,AV_CLASSROOM_EQUIPMENT,LOW,HIGH,Lecture Hall B,arabizi,dorm_resident,MEDIUM,0,,0
cluster_0050,DUPLICATE,el projector mehtag check,please check el projector fe Lecture Hall B.,AV_CLASSROOM_EQUIPMENT,LOW,HIGH,Lecture Hall B,arabizi,dorm_resident,MEDIUM,1059,MEDIUM,1
cluster_0050,DUPLICATE,el projector mehtag check,momken 7ad yshoof el projector fe Lecture Hall B?,AV_CLASSROOM_EQUIPMENT,LOW,HIGH,Lecture Hall B,arabizi,dorm_resident,MEDIUM,1975,HIGH,1
cluster_0050,RELATED,el wifi by2ta3 kol shwaya,el monitor does not detect the device fe Lecture Hall B. el mawdoo3 mo2asser دلوقتي.,IT_HARDWARE_PRINTING,LOW,HIGH,Lecture Hall B,arabizi,dorm_resident,HARD,875,RELATED,0
cluster_0050,HARD_NEGATIVE,mshkela fe classroom speakers fe el makan,feh issue fe classroom speakers fe Outdoor Courtyard.,AV_CLASSROOM_EQUIPMENT,LOW,HIGH,Outdoor Courtyard,arabizi,dorm_resident,HARD,1127,LOW,0
cluster_0051,ORIGINAL,classroom speakers فيه مشكلة,المشكلة في classroom speakers موجودة في Main Lecture Hall.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Main Lecture Hall,ar_eg,student,MEDIUM,0,,0
cluster_0051,DUPLICATE,مشكلة في classroom speakers,classroom speakers مش شغال بشكل طبيعي في Main Lecture Hall.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Main Lecture Hall,ar_eg,student,MEDIUM,2230,MEDIUM,1
cluster_0051,DUPLICATE,مشكلة في classroom speakers,نفس مشكلة classroom speakers لسه موجودة في Main Lecture Hall.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Main Lecture Hall,ar_eg,student,MEDIUM,1356,HIGH,1
cluster_0051,RELATED,البريزة مش شغالة,في مشكلة في power supply في Main Lecture Hall. The light turns off after a few minutes.,ELECTRICAL,HIGH,LOW,Main Lecture Hall,ar_eg,student,HARD,1279,RELATED,0
cluster_0051,HARD_NEGATIVE,display system مش شغال,لاحظت مشكلة مرتبطة بـ display system في Sports Building.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Sports Building,ar_eg,student,HARD,529,LOW,0
cluster_0052,ORIGINAL,Issue في garden area,في عطل في the garden area في Parking Area.,GROUNDS_OUTDOOR,LOW,HIGH,Parking Area,mixed,student,MEDIUM,0,,0
cluster_0052,DUPLICATE,The garden area مش شغال,The garden area مش شغال normally في Parking Area.,GROUNDS_OUTDOOR,LOW,HIGH,Parking Area,mixed,student,MEDIUM,539,HIGH,1
cluster_0052,DUPLICATE,مشكلة with garden area,نفس المشكلة موجودة في the garden area at Parking Area.,GROUNDS_OUTDOOR,LOW,HIGH,Parking Area,mixed,student,MEDIUM,1304,HIGH,1
cluster_0052,DUPLICATE,مشكلة في the garden area,There is an issue في garden area at Parking Area.,GROUNDS_OUTDOOR,LOW,HIGH,Parking Area,mixed,student,MEDIUM,950,MEDIUM,1
cluster_0052,RELATED,The screen مش شغالة,I noticed إن equipment area requires inspection in Parking Area. الموضوع مأثر على الاستخدام دلوقتي.,OTHER,LOW,HIGH,Parking Area,mixed,student,HARD,213,RELATED,0
cluster_0052,HARD_NEGATIVE,مشكلة في the gate,The gate محتاج check في Engineering Building - Room 101.,GROUNDS_OUTDOOR,LOW,HIGH,Engineering Building - Room 101,mixed,student,HARD,1146,LOW,0
cluster_0053,ORIGINAL,Issue في broken railing,The broken railing creates a safety concern في Dormitory A - Floor 1.,SAFETY_HAZARD,MEDIUM,LOW,Dormitory A - Floor 1,mixed,dorm_resident,HARD,0,,0
cluster_0053,DUPLICATE,في مشكلة في broken railing,The broken railing مش شغال normally في Dormitory A - Floor 1.,SAFETY_HAZARD,MEDIUM,LOW,Dormitory A - Floor 1,mixed,dorm_resident,HARD,32,HIGH,1
cluster_0053,DUPLICATE,Issue في broken railing,The broken railing فيه نفس العطل في Dormitory A - Floor 1.,SAFETY_HAZARD,MEDIUM,LOW,Dormitory A - Floor 1,mixed,dorm_resident,HARD,670,HIGH,1
cluster_0053,RELATED,The Wi-Fi بيفصل كل شوية,محتاجين حد يشوف the equipment area في Dormitory A - Floor 1.,OTHER,MEDIUM,LOW,Dormitory A - Floor 1,mixed,dorm_resident,HARD,1315,RELATED,0
cluster_0053,HARD_NEGATIVE,مشكلة with damaged safety sign,في مشكلة related to the damaged safety sign.,SAFETY_HAZARD,MEDIUM,LOW,Library - Second Floor,mixed,dorm_resident,HARD,650,LOW,0
cluster_0054,ORIGINAL,Problem with lift,I noticed that the lift stopped between floors in Computer Science Building - Room 203. The elevator was working earlier.,ELEVATOR,MEDIUM,HIGH,Computer Science Building - Room 203,en,admin_staff,MEDIUM,0,,0
cluster_0054,DUPLICATE,Problem with lift,The lift at Computer Science Building - Room 203 is causing trouble.,ELEVATOR,MEDIUM,HIGH,Computer Science Building - Room 203,en,admin_staff,MEDIUM,321,LOW,1
cluster_0054,DUPLICATE,Lift problem reported,The lift in this area needs to be checked.,ELEVATOR,MEDIUM,HIGH,Computer Science Building - Room 203,en,admin_staff,MEDIUM,26,LOW,1
cluster_0054,DUPLICATE,Lift issue,There is an issue with the lift at Computer Science Building - Room 203.,ELEVATOR,MEDIUM,HIGH,Computer Science Building - Room 203,en,admin_staff,MEDIUM,2206,MEDIUM,1
cluster_0054,RELATED,Slippery floor near entrance,I noticed that the slippery floor creates a safety concern. It is in Computer Science Building - Room 203. The problem should be reviewed soon. This is needed for the current session.,SAFETY_HAZARD,MEDIUM,HIGH,Computer Science Building - Room 203,en,admin_staff,HARD,351,RELATED,0
cluster_0054,HARD_NEGATIVE,Issue affecting the lift,The lift at Engineering Building - Lab 2 is causing trouble.,ELEVATOR,MEDIUM,HIGH,Engineering Building - Lab 2,en,admin_staff,HARD,1093,LOW,0
cluster_0055,ORIGINAL,Problem with elevator door,There is a problem with the elevator door at Library - Second Floor. The building has other access routes.,ELEVATOR,HIGH,HIGH,Library - Second Floor,en,student,MEDIUM,0,,0
cluster_0055,DUPLICATE,Elevator door problem reported,There is a reported issue with this elevator door.,ELEVATOR,HIGH,HIGH,Library - Second Floor,en,student,MEDIUM,413,LOW,1
cluster_0055,DUPLICATE,Issue affecting the elevator door,Something seems wrong with the elevator door in Library - Second Floor.,ELEVATOR,HIGH,HIGH,Library - Second Floor,en,student,MEDIUM,2330,LOW,1
cluster_0055,DUPLICATE,Issue affecting the elevator door,Please check the elevator door at Library - Second Floor; it is showing an error.,ELEVATOR,HIGH,HIGH,Library - Second Floor,en,student,MEDIUM,1332,HIGH,1
cluster_0055,RELATED,Damaged safety sign,There is an issue with the damaged safety sign in Library - Second Floor. The condition was not present previously.,SAFETY_HAZARD,HIGH,HIGH,Library - Second Floor,en,student,HARD,89,RELATED,0
cluster_0055,HARD_NEGATIVE,Issue affecting the elevator panel,The elevator panel at Computer Science Building - Lab 3 is causing trouble.,ELEVATOR,HIGH,HIGH,Computer Science Building - Lab 3,en,student,HARD,498,LOW,0
cluster_0056,ORIGINAL,Problem with air conditioning system,There is a problem with the air conditioning system at Computer Science Building - Lab 1. The AC was working yesterday.,HVAC_AC,MEDIUM,HIGH,Computer Science Building - Lab 1,en,lecturer,MEDIUM,0,,0
cluster_0056,DUPLICATE,Issue affecting the air conditioning system,The air conditioning system needs attention in Computer Science Building - Lab 1.,HVAC_AC,MEDIUM,HIGH,Computer Science Building - Lab 1,en,lecturer,MEDIUM,1058,MEDIUM,1
cluster_0056,DUPLICATE,Problem reported with air conditioning system,I noticed a problem involving the air conditioning system at Computer Science Building - Lab 1.,HVAC_AC,MEDIUM,HIGH,Computer Science Building - Lab 1,en,lecturer,MEDIUM,1771,LOW,1
cluster_0056,RELATED,Ceiling light stopped working,"The electrical switch is flickering in Computer Science Building - Lab 1, and it is affecting the area.",ELECTRICAL,MEDIUM,HIGH,Computer Science Building - Lab 1,en,lecturer,HARD,1311,RELATED,0
cluster_0056,HARD_NEGATIVE,Vent needs attention,The vent at Parking Area is causing trouble.,HVAC_AC,MEDIUM,HIGH,Parking Area,en,lecturer,HARD,579,LOW,0
cluster_0057,ORIGINAL,مشكلة في lecture screen,The problem is with lecture screen في Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Engineering Building - Room 101,mixed,dorm_resident,MEDIUM,0,,0
cluster_0057,DUPLICATE,Problem with lecture screen,في مشكلة with the lecture screen at Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Engineering Building - Room 101,mixed,dorm_resident,MEDIUM,1949,MEDIUM,1
cluster_0057,DUPLICATE,مشكلة في the lecture screen,في مشكلة في the lecture screen في Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Engineering Building - Room 101,mixed,dorm_resident,MEDIUM,785,HIGH,1
cluster_0057,DUPLICATE,في مشكلة في lecture screen,The lecture screen محتاج check في Engineering Building - Room 101.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Engineering Building - Room 101,mixed,dorm_resident,MEDIUM,2720,LOW,1
cluster_0057,RELATED,There is a مشكلة في الباب,في مشكلة في USB port at Engineering Building - Room 101. الموضوع محتاج متابعة.,IT_HARDWARE_PRINTING,HIGH,LOW,Engineering Building - Room 101,mixed,dorm_resident,HARD,438,RELATED,0
cluster_0057,HARD_NEGATIVE,Problem with lecture screen,Something is wrong with the lecture screen في Outdoor Courtyard.,AV_CLASSROOM_EQUIPMENT,HIGH,LOW,Outdoor Courtyard,mixed,dorm_resident,HARD,711,LOW,0
cluster_0058,ORIGINAL,Sink is leaking,The sink is leaking at Administration Building - Room 18. The problem started today.,PLUMBING_WATER,MEDIUM,HIGH,Administration Building - Room 18,en,lab_assistant,HARD,0,,0
cluster_0058,DUPLICATE,Sink needs attention,There is an issue with the sink at Administration Building - Room 18.,PLUMBING_WATER,MEDIUM,HIGH,Administration Building - Room 18,en,lab_assistant,HARD,2174,MEDIUM,1
cluster_0058,DUPLICATE,Problem with sink,I noticed a problem involving the sink at Administration Building - Room 18.,PLUMBING_WATER,MEDIUM,HIGH,Administration Building - Room 18,en,lab_assistant,HARD,2051,LOW,1
cluster_0058,DUPLICATE,Problem with sink,The sink needs attention in Administration Building - Room 18.,PLUMBING_WATER,MEDIUM,HIGH,Administration Building - Room 18,en,lab_assistant,HARD,886,MEDIUM,1
cluster_0058,RELATED,Bathroom needs cleaning,There is an issue with the floor in Administration Building - Room 18. The area has been used throughout the day. This is needed for the current session.,CLEANING_WASTE,MEDIUM,HIGH,Administration Building - Room 18,en,lab_assistant,HARD,818,RELATED,0
cluster_0058,HARD_NEGATIVE,Water supply issue,I noticed a problem involving the water supply at Dormitory B - Floor 3.,PLUMBING_WATER,MEDIUM,HIGH,Dormitory B - Floor 3,en,lab_assistant,HARD,721,LOW,0
cluster_0059,ORIGINAL,Problem with broken railing,في مشكلة في the broken railing at Main Entrance.,SAFETY_HAZARD,HIGH,HIGH,Main Entrance,mixed,admin_staff,HARD,0,,0
cluster_0059,DUPLICATE,مشكلة في the broken railing,The broken railing مش شغال في Main Entrance.,SAFETY_HAZARD,HIGH,HIGH,Main Entrance,mixed,admin_staff,HARD,2264,MEDIUM,1
cluster_0059,DUPLICATE,في مشكلة في broken railing,The broken railing فيه نفس العطل في Main Entrance.,SAFETY_HAZARD,HIGH,HIGH,Main Entrance,mixed,admin_staff,HARD,227,HIGH,1
cluster_0059,RELATED,The screen مش شغالة,I noticed إن service area requires inspection in Main Entrance.,OTHER,HIGH,HIGH,Main Entrance,mixed,admin_staff,HARD,225,RELATED,0
cluster_0059,HARD_NEGATIVE,في مشكلة في slippery floor,في مشكلة related to the slippery floor.,SAFETY_HAZARD,HIGH,HIGH,Parking Area,mixed,admin_staff,HARD,761,LOW,0
cluster_0060,ORIGINAL,Issue في outdoor bench,The outdoor bench is blocked في Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,mixed,lecturer,HARD,0,,0
cluster_0060,DUPLICATE,مشكلة في the outdoor bench,There is an issue في outdoor bench at Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,mixed,lecturer,HARD,1027,MEDIUM,1
cluster_0060,DUPLICATE,مشكلة في the outdoor bench,The outdoor bench فيه نفس العطل في Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,mixed,lecturer,HARD,2712,HIGH,1
cluster_0060,RELATED,The printer مش بيطبع,في مشكلة في door at Main Entrance. الموضوع محتاج متابعة.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Main Entrance,mixed,lecturer,HARD,832,RELATED,0
cluster_0060,HARD_NEGATIVE,مشكلة with walkway,Something is wrong with the walkway في Engineering Building - Lab 2.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Engineering Building - Lab 2,mixed,lecturer,HARD,386,LOW,0
cluster_0061,ORIGINAL,مشكلة في window,window does not close properly في Engineering Building - Lab 4.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Engineering Building - Lab 4,ar_eg,lecturer,HARD,0,,0
cluster_0061,DUPLICATE,مشكلة محتاجة متابعة في window,محتاجين حد يشوف window في Engineering Building - Lab 4 لأنه does not close properly.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Engineering Building - Lab 4,ar_eg,lecturer,HARD,2529,HIGH,1
cluster_0061,DUPLICATE,مشكلة في window,في عطل متعلق بـ window في المكان.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Engineering Building - Lab 4,ar_eg,lecturer,HARD,1477,LOW,1
cluster_0061,RELATED,علامة السلامة تالفة,exposed wire creates a safety concern في Engineering Building - Lab 4. الموضوع محتاج متابعة.,SAFETY_HAZARD,MEDIUM,MEDIUM,Engineering Building - Lab 4,ar_eg,lecturer,HARD,1137,RELATED,0
cluster_0061,HARD_NEGATIVE,عطل في wall,لاحظت مشكلة مرتبطة بـ wall في Dormitory B - Floor 3.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Dormitory B - Floor 3,ar_eg,lecturer,HARD,1039,LOW,0
cluster_0062,ORIGINAL,Problem with desk,محتاجين حد يشوف the desk في Science Building - Physics Lab.,FURNITURE_FIXTURES,MEDIUM,HIGH,Science Building - Physics Lab,mixed,admin_staff,MEDIUM,0,,0
cluster_0062,DUPLICATE,Issue في desk,There is an issue في desk at Science Building - Physics Lab.,FURNITURE_FIXTURES,MEDIUM,HIGH,Science Building - Physics Lab,mixed,admin_staff,MEDIUM,2376,MEDIUM,1
cluster_0062,DUPLICATE,The desk مش شغال,The desk فيه نفس العطل في Science Building - Physics Lab.,FURNITURE_FIXTURES,MEDIUM,HIGH,Science Building - Physics Lab,mixed,admin_staff,MEDIUM,496,HIGH,1
cluster_0062,RELATED,The sink بيسرب مية,The problem is في Science Building - Physics Lab and it is affecting the area.,OTHER,MEDIUM,HIGH,Science Building - Physics Lab,mixed,admin_staff,HARD,1360,RELATED,0
cluster_0062,HARD_NEGATIVE,The door handle مش شغال,في حاجة غلط في the door handle at Library - Second Floor.,FURNITURE_FIXTURES,MEDIUM,HIGH,Library - Second Floor,mixed,admin_staff,HARD,363,LOW,0
cluster_0063,ORIGINAL,moshkela fel campus network,feh 3atel fe campus network fe Computer Science Building - Room 203.,IT_NETWORK_ACCOUNTS,MEDIUM,HIGH,Computer Science Building - Room 203,arabizi,student,MEDIUM,0,,0
cluster_0063,DUPLICATE,el campus network mehtag check,nafs moshkelt el campus network lesa mawgooda fe Computer Science Building - Room 203.,IT_NETWORK_ACCOUNTS,MEDIUM,HIGH,Computer Science Building - Room 203,arabizi,student,MEDIUM,1045,HIGH,1
cluster_0063,DUPLICATE,mshkela fe campus network fe el makan,feh moshkela fel campus network fe Computer Science Building - Room 203.,IT_NETWORK_ACCOUNTS,MEDIUM,HIGH,Computer Science Building - Room 203,arabizi,student,MEDIUM,165,MEDIUM,1
cluster_0063,DUPLICATE,el campus network feh moshkela,el campus network fe Computer Science Building - Room 203 feh moshkela.,IT_NETWORK_ACCOUNTS,MEDIUM,HIGH,Computer Science Building - Room 203,arabizi,student,MEDIUM,1193,MEDIUM,1
cluster_0063,RELATED,el printer msh byetba3,el moshkela zahret elnharda fe Computer Science Building - Room 203.,IT_HARDWARE_PRINTING,MEDIUM,HIGH,Computer Science Building - Room 203,arabizi,student,HARD,916,RELATED,0
cluster_0063,HARD_NEGATIVE,mshkela fel login,feh issue fe login fe Dormitory A - Floor 2.,IT_NETWORK_ACCOUNTS,MEDIUM,HIGH,Dormitory A - Floor 2,arabizi,student,HARD,1203,LOW,0
cluster_0064,ORIGINAL,مشكلة obstruction في المكان,obstruction needs attention في Computer Science Building - Lab 1.,SAFETY_HAZARD,MEDIUM,HIGH,Computer Science Building - Lab 1,ar_eg,student,HARD,0,,0
cluster_0064,DUPLICATE,obstruction فيه مشكلة,obstruction لسه فيه نفس العطل في Computer Science Building - Lab 1.,SAFETY_HAZARD,MEDIUM,HIGH,Computer Science Building - Lab 1,ar_eg,student,HARD,183,HIGH,1
cluster_0064,DUPLICATE,عطل في obstruction,نفس مشكلة obstruction لسه موجودة في Computer Science Building - Lab 1.,SAFETY_HAZARD,MEDIUM,HIGH,Computer Science Building - Lab 1,ar_eg,student,HARD,1793,HIGH,1
cluster_0064,RELATED,لمبة السقف مش شغالة,لاحظت مشكلة في ceiling light في Computer Science Building - Lab 1. The light turns off after a few minutes. الموضوع مأثر على الاستخدام دلوقتي.,ELECTRICAL,MEDIUM,HIGH,Computer Science Building - Lab 1,ar_eg,student,HARD,1293,RELATED,0
cluster_0064,HARD_NEGATIVE,مشكلة في exposed wire محتاجة حل,في عطل متعلق بـ exposed wire في المكان.,SAFETY_HAZARD,MEDIUM,HIGH,Cafeteria,ar_eg,student,HARD,21,LOW,0
cluster_0065,ORIGINAL,Network connection keeps disconnecting,There is a problem with the network connection at Engineering Building - Lab 2. The password is correct but the login keeps failing.,IT_NETWORK_ACCOUNTS,MEDIUM,LOW,Engineering Building - Lab 2,en,student,MEDIUM,0,,0
cluster_0065,DUPLICATE,Problem reported with network connection,There is still a problem with the network connection in Engineering Building - Lab 2. The password is correct but the login keeps failing.,IT_NETWORK_ACCOUNTS,MEDIUM,LOW,Engineering Building - Lab 2,en,student,MEDIUM,2636,HIGH,1
cluster_0065,DUPLICATE,Network connection issue,The network connection in Engineering Building - Lab 2 is not working normally.,IT_NETWORK_ACCOUNTS,MEDIUM,LOW,Engineering Building - Lab 2,en,student,MEDIUM,2710,MEDIUM,1
cluster_0065,RELATED,Laptop is running very slowly,I noticed that the laptop is very slow. It is in Engineering Building - Lab 2. The error appears when trying to use the device.,IT_HARDWARE_PRINTING,MEDIUM,LOW,Engineering Building - Lab 2,en,student,HARD,555,RELATED,0
cluster_0065,HARD_NEGATIVE,Problem reported with campus network,The campus network in this area needs to be checked.,IT_NETWORK_ACCOUNTS,MEDIUM,LOW,Main Lecture Hall,en,student,HARD,601,LOW,0
cluster_0066,ORIGINAL,3atel fe thermostat,feh 3atel fe thermostat fe Engineering Building - Lab 4.,HVAC_AC,MEDIUM,LOW,Engineering Building - Lab 4,arabizi,admin_staff,HARD,0,,0
cluster_0066,DUPLICATE,3atel fe thermostat,el thermostat lesa feh nafs el 3atel fe Engineering Building - Lab 4.,HVAC_AC,MEDIUM,LOW,Engineering Building - Lab 4,arabizi,admin_staff,HARD,2548,HIGH,1
cluster_0066,DUPLICATE,el thermostat feh moshkela,feh issue fe thermostat fe Engineering Building - Lab 4.,HVAC_AC,MEDIUM,LOW,Engineering Building - Lab 4,arabizi,admin_staff,HARD,187,LOW,1
cluster_0066,RELATED,el printer msh byetba3,el service area is not functioning normally fe Engineering Building - Lab 4.,OTHER,MEDIUM,LOW,Engineering Building - Lab 4,arabizi,admin_staff,HARD,1438,RELATED,0
cluster_0066,HARD_NEGATIVE,mshkela fe el thermostat,mshkela related lel thermostat fe Parking Area.,HVAC_AC,MEDIUM,LOW,Parking Area,arabizi,admin_staff,HARD,466,LOW,0
cluster_0067,ORIGINAL,مشكلة floor في المكان,floor has not been cleaned في Cafeteria.,CLEANING_WASTE,LOW,HIGH,Cafeteria,ar_eg,security_staff,HARD,0,,0
cluster_0067,DUPLICATE,مشكلة محتاجة متابعة في floor,في مشكلة في floor في Cafeteria.,CLEANING_WASTE,LOW,HIGH,Cafeteria,ar_eg,security_staff,HARD,1582,MEDIUM,1
cluster_0067,DUPLICATE,مشكلة محتاجة متابعة في floor,في مشكلة محتاجة متابعة في floor في Cafeteria.,CLEANING_WASTE,LOW,HIGH,Cafeteria,ar_eg,security_staff,HARD,651,MEDIUM,1
cluster_0067,DUPLICATE,عطل في floor,floor مش شغال بشكل طبيعي في Cafeteria.,CLEANING_WASTE,LOW,HIGH,Cafeteria,ar_eg,security_staff,HARD,2765,MEDIUM,1
cluster_0067,RELATED,الحنفية بتنقط,لاحظت مشكلة في water supply في Cafeteria. The area is still being used.,PLUMBING_WATER,LOW,HIGH,Cafeteria,ar_eg,security_staff,HARD,617,RELATED,0
cluster_0067,HARD_NEGATIVE,common area مش شغال,في عطل متعلق بـ common area في المكان.,CLEANING_WASTE,LOW,HIGH,Dormitory A - Floor 2,ar_eg,security_staff,HARD,931,LOW,0
cluster_0068,ORIGINAL,Problem with door,The problem is with door في Dormitory B - Floor 3.,BUILDING_STRUCTURE,LOW,LOW,Dormitory B - Floor 3,mixed,lecturer,MEDIUM,0,,0
cluster_0068,DUPLICATE,The door مش شغال,في مشكلة في the door في Dormitory B - Floor 3.,BUILDING_STRUCTURE,LOW,LOW,Dormitory B - Floor 3,mixed,lecturer,MEDIUM,1950,HIGH,1
cluster_0068,DUPLICATE,في مشكلة في door,محتاجين حد يشوف the door في Dormitory B - Floor 3.,BUILDING_STRUCTURE,LOW,LOW,Dormitory B - Floor 3,mixed,lecturer,MEDIUM,983,HIGH,1
cluster_0068,RELATED,The room محتاجة cleaning,محتاجين حد يشوف the broken railing في Dormitory B - Floor 3.,SAFETY_HAZARD,LOW,LOW,Dormitory B - Floor 3,mixed,lecturer,HARD,1031,RELATED,0
cluster_0068,HARD_NEGATIVE,مشكلة with floor tile,Something is wrong with the floor tile في Dormitory A - Floor 2.,BUILDING_STRUCTURE,LOW,LOW,Dormitory A - Floor 2,mixed,lecturer,HARD,924,LOW,0
cluster_0069,ORIGINAL,مشكلة في power outlet,The power outlet is flickering في Library - First Floor.,ELECTRICAL,MEDIUM,HIGH,Library - First Floor,mixed,admin_staff,MEDIUM,0,,0
cluster_0069,DUPLICATE,The power outlet مش شغال,نفس المشكلة موجودة في the power outlet at Library - First Floor.,ELECTRICAL,MEDIUM,HIGH,Library - First Floor,mixed,admin_staff,MEDIUM,2110,HIGH,1
cluster_0069,DUPLICATE,The power outlet مش شغال,في مشكلة related to the power outlet.,ELECTRICAL,MEDIUM,HIGH,Library - First Floor,mixed,admin_staff,MEDIUM,2396,LOW,1
cluster_0069,RELATED,The Wi-Fi بيفصل كل شوية,The problem is في Library - First Floor and it is affecting the area. الموضوع مأثر على الاستخدام دلوقتي.,BUILDING_STRUCTURE,MEDIUM,HIGH,Library - First Floor,mixed,admin_staff,HARD,1033,RELATED,0
cluster_0069,HARD_NEGATIVE,Issue في electrical switch,في مشكلة related to the electrical switch.,ELECTRICAL,MEDIUM,HIGH,Student Affairs Office,mixed,admin_staff,HARD,1110,LOW,0
cluster_0070,ORIGINAL,moshkela fel wall socket,momken 7ad yshoof el wall socket fe Main Entrance?,ELECTRICAL,HIGH,MEDIUM,Main Entrance,arabizi,student,MEDIUM,0,,0
cluster_0070,DUPLICATE,el wall socket feh moshkela,el wall socket lesa feh nafs el 3atel fe Main Entrance.,ELECTRICAL,HIGH,MEDIUM,Main Entrance,arabizi,student,MEDIUM,2563,HIGH,1
