ticket_id	created_at	prediction_timestamp	category	impact	urgency	priority	assigned_team	ticket_age_minutes	sla_consumed_pct	sla_time_remaining_minutes	created_hour	created_day_of_week	is_weekend	queue_depth	team_workload	prev_resolution_time_minutes	sla_breach
SLA-001743	2/11/2026 19:44	2/11/2026 23:10	CLEANING_WASTE	HIGH	MEDIUM	HIGH	Cleaning Services	206	42.92	274	19	2	0	11	13	556	1
SLA-001744	3/13/2026 3:22	3/13/2026 6:45	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	203	42.29	277	3	4	0	19	5	416	0
SLA-001745	6/14/2026 1:17	6/14/2026 8:56	PLUMBING_WATER	LOW	HIGH	MEDIUM	Facilities	459	31.87	981	1	6	1	10	9	1222	1
SLA-001746	3/29/2026 19:10	3/30/2026 0:43	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	333	69.38	147	19	6	1	17	14	347	1
SLA-001747	7/2/2026 2:10	7/2/2026 2:46	IT_HARDWARE_PRINTING	LOW	HIGH	MEDIUM	IT Support	36	2.5	1404	2	3	0	15	9	585	0
SLA-001748	6/20/2026 18:23	6/21/2026 0:58	AV_CLASSROOM_EQUIPMENT	HIGH	HIGH	CRITICAL	AV Support	395	82.29	85	18	5	1	6	13	102	1
SLA-001749	8/15/2026 22:42	8/16/2026 0:48	PLUMBING_WATER	MEDIUM	LOW	LOW	Facilities	126	4.38	2754	22	5	1	24	9	1123	0
SLA-001750	4/30/2026 10:21	4/30/2026 14:20	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	239	16.6	1201	10	3	0	16	9	681	0
SLA-001751	1/5/2026 5:33	1/5/2026 10:58	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	325	67.71	155	5	0	0	0	7	462	1
SLA-001752	2/5/2026 9:03	2/5/2026 11:24	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	141	29.38	339	9	3	0	18	6	549	1
SLA-001753	1/20/2026 4:47	1/20/2026 16:37	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	710	49.31	730	4	1	0	14	6	469	0
SLA-001754	5/31/2026 4:48	5/31/2026 10:53	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	365	76.04	115	4	6	1	5	7	353	1
SLA-001755	5/18/2026 2:49	5/18/2026 4:23	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	94	3.26	2786	2	0	0	16	1	1349	0
SLA-001756	4/10/2026 22:39	4/11/2026 0:14	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	95	19.79	385	22	4	0	12	6	441	1
SLA-001757	1/27/2026 11:40	1/27/2026 17:35	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	355	24.65	1085	11	1	0	26	12	1561	1
SLA-001758	3/1/2026 7:35	3/1/2026 12:09	AV_CLASSROOM_EQUIPMENT	HIGH	MEDIUM	HIGH	AV Support	274	57.08	206	7	6	1	28	0	407	1
SLA-001759	6/27/2026 11:39	6/27/2026 19:48	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	489	16.98	2391	11	5	1	20	3	2446	1
SLA-001760	6/9/2026 8:01	6/9/2026 15:02	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	421	29.24	1019	8	1	0	13	3	604	0
SLA-001761	4/24/2026 2:02	4/24/2026 3:12	BUILDING_STRUCTURE	MEDIUM	HIGH	HIGH	Facilities	70	14.58	410	2	4	0	11	12	280	1
SLA-001762	5/3/2026 7:08	5/3/2026 17:37	ELECTRICAL	LOW	LOW	LOW	Facilities	629	21.84	2251	7	6	1	16	5	1776	0
SLA-001763	7/4/2026 3:13	7/4/2026 3:35	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	22	4.58	458	3	5	1	25	3	188	1
SLA-001764	4/29/2026 5:35	4/29/2026 8:40	HVAC_AC	MEDIUM	LOW	LOW	Facilities	185	6.42	2695	5	2	0	12	8	718	0
SLA-001765	7/27/2026 21:00	7/27/2026 22:40	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	100	3.47	2780	21	0	0	6	3	746	0
SLA-001766	5/10/2026 13:15	5/10/2026 17:11	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	236	49.17	244	13	6	1	8	10	239	0
SLA-001767	3/6/2026 6:11	3/6/2026 10:02	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	231	48.12	249	6	4	0	10	3	174	0
SLA-001768	3/23/2026 14:10	3/23/2026 16:04	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	114	23.75	366	14	0	0	14	1	558	0
SLA-001769	1/31/2026 6:08	1/31/2026 12:10	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	362	75.42	118	6	5	1	25	5	525	1
SLA-001770	2/25/2026 1:50	2/25/2026 8:00	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	370	25.69	1070	1	2	0	22	2	466	0
SLA-001771	7/24/2026 0:27	7/24/2026 6:18	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	351	12.19	2529	0	4	0	16	6	934	0
SLA-001772	8/15/2026 20:02	8/16/2026 3:50	ELEVATOR	MEDIUM	LOW	LOW	Facilities	468	16.25	2412	20	5	1	27	3	2769	0
SLA-001773	8/21/2026 11:06	8/21/2026 18:51	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	465	32.29	975	11	4	0	30	8	1354	1
SLA-001774	4/25/2026 10:24	4/25/2026 11:48	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	84	17.5	396	10	5	1	18	15	317	1
SLA-001775	4/26/2026 11:42	4/26/2026 14:04	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	142	4.93	2738	11	6	1	18	4	2225	0
SLA-001776	5/26/2026 4:45	5/26/2026 15:14	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	629	21.84	2251	4	1	0	4	14	3450	1
SLA-001777	5/23/2026 20:12	5/23/2026 21:29	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	77	16.04	403	20	5	1	1	4	358	0
SLA-001778	6/30/2026 17:48	7/1/2026 3:20	IT_HARDWARE_PRINTING	LOW	HIGH	MEDIUM	IT Support	572	39.72	868	17	1	0	20	15	759	1
SLA-001779	6/18/2026 13:12	6/18/2026 19:39	CLEANING_WASTE	HIGH	HIGH	CRITICAL	Cleaning Services	387	80.62	93	13	3	0	0	4	119	0
SLA-001780	6/1/2026 13:09	6/2/2026 0:59	ELEVATOR	MEDIUM	LOW	LOW	Facilities	710	24.65	2170	13	0	0	7	3	2308	0
SLA-001781	6/24/2026 6:57	6/24/2026 8:09	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	72	15	408	6	2	0	18	12	432	1
SLA-001782	5/21/2026 1:51	5/21/2026 2:58	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	67	4.65	1373	1	3	0	12	8	1410	0
SLA-001783	7/16/2026 23:04	7/17/2026 10:27	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	683	23.72	2197	23	3	0	9	9	1664	0
SLA-001784	7/4/2026 14:58	7/4/2026 19:34	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	276	57.5	204	14	5	1	12	9	532	1
SLA-001785	4/26/2026 2:46	4/26/2026 4:50	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	124	4.31	2756	2	6	1	5	13	1927	0
SLA-001786	3/28/2026 10:34	3/28/2026 12:40	FURNITURE_FIXTURES	MEDIUM	LOW	LOW	Facilities	126	4.38	2754	10	5	1	10	11	1280	0
SLA-001787	3/19/2026 11:35	3/19/2026 13:23	PLUMBING_WATER	HIGH	MEDIUM	HIGH	Facilities	108	22.5	372	11	3	0	2	2	173	0
SLA-001788	3/20/2026 3:09	3/20/2026 5:56	IT_HARDWARE_PRINTING	MEDIUM	HIGH	HIGH	IT Support	167	34.79	313	3	4	0	10	10	309	1
SLA-001789	5/18/2026 2:28	5/18/2026 7:01	BUILDING_STRUCTURE	HIGH	HIGH	CRITICAL	Facilities	273	56.88	207	2	0	0	26	5	318	1
SLA-001790	3/9/2026 6:54	3/9/2026 11:40	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	286	59.58	194	6	0	0	27	15	101	1
SLA-001791	6/23/2026 8:13	6/23/2026 15:44	AV_CLASSROOM_EQUIPMENT	HIGH	MEDIUM	HIGH	AV Support	451	93.96	29	8	1	0	5	10	369	1
SLA-001792	7/2/2026 13:56	7/2/2026 18:10	CLEANING_WASTE	MEDIUM	HIGH	HIGH	Cleaning Services	254	52.92	226	13	3	0	8	4	307	0
SLA-001793	1/25/2026 23:19	1/26/2026 6:07	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	408	85	72	23	6	1	23	12	576	1
SLA-001794	3/9/2026 0:25	3/9/2026 0:56	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	31	6.46	449	0	0	0	0	13	144	0
SLA-001795	4/14/2026 6:41	4/14/2026 16:08	FURNITURE_FIXTURES	LOW	HIGH	MEDIUM	Facilities	567	39.38	873	6	1	0	0	5	685	0
SLA-001796	4/3/2026 9:56	4/3/2026 15:59	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	363	75.62	117	9	4	0	11	13	216	1
SLA-001797	8/1/2026 8:11	8/1/2026 9:02	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	51	10.62	429	8	5	1	12	3	258	0
SLA-001798	1/19/2026 16:51	1/20/2026 4:33	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	702	48.75	738	16	0	0	9	15	1611	1
SLA-001799	4/27/2026 15:53	4/27/2026 20:52	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	299	62.29	181	15	0	0	8	12	287	1
SLA-001800	6/23/2026 14:53	6/23/2026 15:55	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	62	12.92	418	14	1	0	14	13	376	1
SLA-001801	4/9/2026 9:51	4/9/2026 10:28	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	37	1.28	2843	9	3	0	16	8	2428	0
SLA-001802	8/15/2026 1:20	8/15/2026 3:57	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	157	10.9	1283	1	5	1	15	14	438	1
SLA-001803	4/4/2026 9:54	4/4/2026 11:02	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	68	2.36	2812	9	5	1	16	15	3039	1
SLA-001804	7/11/2026 3:31	7/11/2026 6:38	BUILDING_STRUCTURE	MEDIUM	HIGH	HIGH	Facilities	187	38.96	293	3	5	1	14	10	172	1
SLA-001805	8/25/2026 4:03	8/25/2026 4:53	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	50	3.47	1390	4	1	0	22	2	515	0
SLA-001806	4/29/2026 16:37	4/29/2026 21:10	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	273	18.96	1167	16	2	0	20	10	561	0
SLA-001807	5/13/2026 18:35	5/14/2026 4:40	IT_HARDWARE_PRINTING	LOW	HIGH	MEDIUM	IT Support	605	42.01	835	18	2	0	28	9	1153	1
SLA-001808	7/27/2026 6:49	7/27/2026 18:30	ELECTRICAL	MEDIUM	MEDIUM	MEDIUM	Facilities	701	48.68	739	6	0	0	17	8	590	0
SLA-001809	5/17/2026 16:32	5/17/2026 22:05	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	333	69.38	147	16	6	1	20	1	449	1
SLA-001810	3/28/2026 0:03	3/28/2026 6:46	ELECTRICAL	MEDIUM	MEDIUM	MEDIUM	Facilities	403	27.99	1037	0	5	1	7	13	982	0
SLA-001811	6/6/2026 11:09	6/6/2026 12:58	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	109	22.71	371	11	5	1	18	12	461	1
SLA-001812	8/1/2026 3:49	8/1/2026 6:54	HVAC_AC	MEDIUM	LOW	LOW	Facilities	185	6.42	2695	3	5	1	12	15	1085	1
SLA-001813	6/1/2026 0:02	6/1/2026 1:16	CLEANING_WASTE	LOW	HIGH	MEDIUM	Cleaning Services	74	5.14	1366	0	0	0	16	7	343	0
SLA-001814	7/31/2026 15:03	7/31/2026 23:09	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	486	33.75	954	15	4	0	22	8	409	0
SLA-001815	4/24/2026 23:41	4/25/2026 5:43	FURNITURE_FIXTURES	MEDIUM	LOW	LOW	Facilities	362	12.57	2518	23	4	0	30	7	1587	1
SLA-001816	1/22/2026 23:10	1/22/2026 23:30	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	20	1.39	1420	23	3	0	4	5	318	0
SLA-001817	5/17/2026 2:28	5/17/2026 8:35	FURNITURE_FIXTURES	MEDIUM	HIGH	HIGH	Facilities	367	76.46	113	2	6	1	28	10	385	1
SLA-001818	3/26/2026 8:59	3/26/2026 14:21	SAFETY_HAZARD	MEDIUM	LOW	LOW	Safety Team	322	11.18	2558	8	3	0	30	3	1202	1
SLA-001819	1/9/2026 12:46	1/9/2026 17:07	PLUMBING_WATER	LOW	HIGH	MEDIUM	Facilities	261	18.12	1179	12	4	0	14	10	670	0
SLA-001820	3/25/2026 1:13	3/25/2026 6:33	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	320	66.67	160	1	2	0	2	12	425	1
SLA-001821	3/25/2026 23:32	3/26/2026 1:47	ELECTRICAL	MEDIUM	HIGH	HIGH	Facilities	135	28.12	345	23	2	0	4	15	296	1
SLA-001822	2/13/2026 20:26	2/14/2026 4:30	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	484	16.81	2396	20	4	0	4	4	1961	0
SLA-001823	3/18/2026 0:42	3/18/2026 2:28	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	106	22.08	374	0	2	0	9	13	420	1
SLA-001824	7/11/2026 17:02	7/11/2026 22:55	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	353	12.26	2527	17	5	1	11	8	1280	0
SLA-001825	8/11/2026 4:17	8/11/2026 11:21	FURNITURE_FIXTURES	HIGH	MEDIUM	HIGH	Facilities	424	88.33	56	4	1	0	20	12	123	1
SLA-001826	3/20/2026 3:08	3/20/2026 9:09	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	361	25.07	1079	3	4	0	24	0	1109	0
SLA-001827	2/18/2026 17:27	2/18/2026 18:14	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	47	1.63	2833	17	2	0	14	11	872	0
SLA-001828	8/4/2026 5:06	8/4/2026 12:29	PLUMBING_WATER	MEDIUM	MEDIUM	MEDIUM	Facilities	443	30.76	997	5	1	0	22	3	312	0
SLA-001829	2/28/2026 7:28	2/28/2026 12:29	IT_NETWORK_ACCOUNTS	HIGH	MEDIUM	HIGH	IT Support	301	62.71	179	7	5	1	2	10	409	1
SLA-001830	6/27/2026 20:43	6/28/2026 1:14	ELECTRICAL	LOW	HIGH	MEDIUM	Facilities	271	18.82	1169	20	5	1	0	0	1553	0
SLA-001831	1/26/2026 12:14	1/26/2026 13:28	PLUMBING_WATER	HIGH	MEDIUM	HIGH	Facilities	74	15.42	406	12	0	0	18	11	366	1
SLA-001832	3/26/2026 12:23	3/26/2026 17:08	FURNITURE_FIXTURES	LOW	LOW	LOW	Facilities	285	9.9	2595	12	3	0	1	11	901	0
SLA-001833	3/17/2026 0:30	3/17/2026 2:20	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	110	22.92	370	0	1	0	14	3	355	0
SLA-001834	8/6/2026 15:31	8/7/2026 1:39	ELECTRICAL	MEDIUM	LOW	LOW	Facilities	608	21.11	2272	15	3	0	13	2	3275	0
SLA-001835	8/25/2026 13:21	8/25/2026 17:48	HVAC_AC	MEDIUM	LOW	LOW	Facilities	267	9.27	2613	13	1	0	7	11	1213	0
SLA-001836	3/3/2026 3:59	3/3/2026 6:48	FURNITURE_FIXTURES	HIGH	MEDIUM	HIGH	Facilities	169	35.21	311	3	1	0	28	15	252	1
SLA-001837	7/20/2026 13:25	7/20/2026 19:38	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	373	25.9	1067	13	0	0	11	2	758	0
SLA-001838	6/14/2026 11:42	6/14/2026 22:10	ELECTRICAL	MEDIUM	MEDIUM	MEDIUM	Facilities	628	43.61	812	11	6	1	14	0	1432	0
SLA-001839	6/2/2026 4:30	6/2/2026 8:46	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	256	53.33	224	4	1	0	19	7	411	1
SLA-001840	8/5/2026 13:53	8/5/2026 19:08	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	315	65.62	165	13	2	0	21	10	510	1
SLA-001841	1/23/2026 12:01	1/23/2026 14:50	IT_NETWORK_ACCOUNTS	HIGH	MEDIUM	HIGH	IT Support	169	35.21	311	12	4	0	17	3	156	0
SLA-001842	8/2/2026 21:15	8/3/2026 1:22	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	247	8.58	2633	21	6	1	7	2	1442	0
SLA-001843	3/20/2026 8:21	3/20/2026 14:07	ELECTRICAL	MEDIUM	LOW	LOW	Facilities	346	12.01	2534	8	4	0	22	4	1717	0
SLA-001844	2/6/2026 5:04	2/6/2026 13:14	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	490	34.03	950	5	4	0	12	5	1426	0
SLA-001845	4/2/2026 0:23	4/2/2026 11:43	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	680	23.61	2200	0	3	0	0	2	2262	0
SLA-001846	6/20/2026 10:48	6/20/2026 17:28	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	400	83.33	80	10	5	1	21	12	162	1
SLA-001847	4/11/2026 16:40	4/11/2026 21:05	CLEANING_WASTE	LOW	HIGH	MEDIUM	Cleaning Services	265	18.4	1175	16	5	1	26	2	508	0
SLA-001848	2/10/2026 20:15	2/10/2026 23:23	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	188	13.06	1252	20	1	0	0	12	588	0
SLA-001849	6/2/2026 18:25	6/3/2026 0:54	IT_HARDWARE_PRINTING	MEDIUM	HIGH	HIGH	IT Support	389	81.04	91	18	1	0	9	2	270	0
SLA-001850	5/1/2026 4:36	5/1/2026 8:08	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	212	44.17	268	4	4	0	16	2	133	0
SLA-001851	2/4/2026 3:34	2/4/2026 6:01	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	147	30.63	333	3	2	0	18	7	405	1
SLA-001852	8/10/2026 23:02	8/11/2026 6:32	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	450	93.75	30	23	0	0	12	7	237	1
SLA-001853	2/7/2026 22:07	2/8/2026 8:30	OTHER	LOW	HIGH	MEDIUM	General Maintenance	623	43.26	817	22	5	1	24	7	1458	1
SLA-001854	6/10/2026 23:47	6/11/2026 3:25	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	218	15.14	1222	23	2	0	0	15	1724	1
SLA-001855	1/15/2026 16:48	1/15/2026 17:09	IT_NETWORK_ACCOUNTS	HIGH	HIGH	CRITICAL	IT Support	21	4.38	459	16	3	0	28	5	436	1
SLA-001856	8/17/2026 22:19	8/18/2026 4:17	PLUMBING_WATER	HIGH	MEDIUM	HIGH	Facilities	358	74.58	122	22	0	0	12	14	312	1
SLA-001857	4/25/2026 2:34	4/25/2026 9:15	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	401	83.54	79	2	5	1	7	5	391	0
SLA-001858	4/5/2026 2:51	4/5/2026 4:01	ELECTRICAL	MEDIUM	HIGH	HIGH	Facilities	70	14.58	410	2	6	1	8	6	98	0
SLA-001859	4/3/2026 11:16	4/3/2026 11:43	GROUNDS_OUTDOOR	LOW	MEDIUM	LOW	Grounds Team	27	0.94	2853	11	4	0	7	1	2969	0
SLA-001860	4/20/2026 10:15	4/20/2026 16:48	SAFETY_HAZARD	HIGH	LOW	MEDIUM	Safety Team	393	27.29	1047	10	0	0	12	13	698	0
SLA-001861	7/27/2026 20:18	7/28/2026 1:53	OTHER	LOW	LOW	LOW	General Maintenance	335	11.63	2545	20	0	0	17	1	1751	0
SLA-001862	4/20/2026 17:37	4/20/2026 23:10	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	333	11.56	2547	17	0	0	13	11	848	0
SLA-001863	1/19/2026 7:37	1/19/2026 8:04	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	27	1.88	1413	7	0	0	4	6	856	0
SLA-001864	1/16/2026 0:51	1/16/2026 9:12	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	501	34.79	939	0	4	0	9	5	1553	0
SLA-001865	4/10/2026 16:41	4/10/2026 19:13	CLEANING_WASTE	HIGH	MEDIUM	HIGH	Cleaning Services	152	31.67	328	16	4	0	0	1	101	0
SLA-001866	6/26/2026 2:14	6/26/2026 10:34	HVAC_AC	MEDIUM	LOW	LOW	Facilities	500	17.36	2380	2	4	0	19	1	1494	0
SLA-001867	2/25/2026 15:51	2/25/2026 18:03	PLUMBING_WATER	LOW	MEDIUM	LOW	Facilities	132	4.58	2748	15	2	0	26	12	2961	1
SLA-001868	6/27/2026 4:16	6/27/2026 14:28	ELEVATOR	MEDIUM	MEDIUM	MEDIUM	Facilities	612	42.5	828	4	5	1	25	14	1477	1
SLA-001869	3/10/2026 8:19	3/10/2026 14:43	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	384	13.33	2496	8	1	0	15	4	1102	0
SLA-001870	1/13/2026 3:15	1/13/2026 9:38	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	383	26.6	1057	3	1	0	22	14	1503	1
SLA-001871	1/13/2026 23:28	1/14/2026 1:02	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	94	3.26	2786	23	1	0	23	11	1832	1
SLA-001872	3/27/2026 14:10	3/27/2026 18:29	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	259	53.96	221	14	4	0	21	8	357	1
SLA-001873	8/23/2026 6:08	8/23/2026 12:52	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	404	84.17	76	6	6	1	1	14	363	1
SLA-001874	3/27/2026 9:55	3/27/2026 16:58	GROUNDS_OUTDOOR	HIGH	MEDIUM	HIGH	Grounds Team	423	88.12	57	9	4	0	4	4	287	0
SLA-001875	6/14/2026 16:45	6/14/2026 20:54	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	249	17.29	1191	16	6	1	5	5	585	0
SLA-001876	4/15/2026 4:25	4/15/2026 5:53	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	88	18.33	392	4	2	0	12	6	181	0
SLA-001877	8/27/2026 3:33	8/27/2026 9:05	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	332	69.17	148	3	3	0	20	1	464	1
SLA-001878	6/26/2026 3:29	6/26/2026 6:11	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	162	11.25	1278	3	4	0	14	11	1270	1
SLA-001879	8/4/2026 11:26	8/4/2026 16:38	AV_CLASSROOM_EQUIPMENT	MEDIUM	MEDIUM	MEDIUM	AV Support	312	21.67	1128	11	1	0	17	9	1271	0
SLA-001880	1/18/2026 16:02	1/18/2026 21:35	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	333	69.38	147	16	6	1	4	3	220	0
SLA-001881	1/5/2026 1:16	1/5/2026 4:49	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	213	14.79	1227	1	0	0	3	13	1496	1
SLA-001882	5/12/2026 5:25	5/12/2026 16:27	GROUNDS_OUTDOOR	MEDIUM	LOW	LOW	Grounds Team	662	22.99	2218	5	1	0	14	13	3342	1
SLA-001883	4/5/2026 22:19	4/6/2026 4:22	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	363	25.21	1077	22	6	1	19	4	464	0
SLA-001884	3/31/2026 14:22	3/31/2026 23:20	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	538	37.36	902	14	1	0	13	2	1418	0
SLA-001885	3/23/2026 4:37	3/23/2026 5:55	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	78	2.71	2802	4	0	0	6	4	2045	0
SLA-001886	8/6/2026 12:44	8/6/2026 20:38	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	474	32.92	966	12	3	0	5	0	1717	0
SLA-001887	4/17/2026 23:28	4/18/2026 6:58	FURNITURE_FIXTURES	HIGH	MEDIUM	HIGH	Facilities	450	93.75	30	23	4	0	4	0	406	1
SLA-001888	5/31/2026 22:40	6/1/2026 6:49	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	489	33.96	951	22	6	1	25	1	1200	0
SLA-001889	3/26/2026 16:31	3/27/2026 3:32	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	661	22.95	2219	16	3	0	25	0	1493	0
SLA-001890	4/21/2026 23:17	4/22/2026 3:21	ELECTRICAL	LOW	HIGH	MEDIUM	Facilities	244	16.94	1196	23	1	0	6	15	819	0
SLA-001891	5/23/2026 1:35	5/23/2026 9:56	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	501	17.4	2379	1	5	1	22	9	984	0
SLA-001892	3/9/2026 22:35	3/10/2026 0:15	FURNITURE_FIXTURES	MEDIUM	HIGH	HIGH	Facilities	100	20.83	380	22	0	0	30	7	563	1
SLA-001893	4/6/2026 14:47	4/6/2026 16:53	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	126	26.25	354	14	0	0	18	13	466	1
SLA-001894	3/11/2026 6:30	3/11/2026 11:42	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	312	65	168	6	2	0	27	2	98	1
SLA-001895	7/13/2026 6:17	7/13/2026 7:51	HVAC_AC	MEDIUM	LOW	LOW	Facilities	94	3.26	2786	6	0	0	13	11	1395	0
SLA-001896	5/13/2026 23:21	5/14/2026 10:34	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	673	23.37	2207	23	2	0	30	6	3137	1
SLA-001897	3/28/2026 12:08	3/28/2026 17:01	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	293	10.17	2587	12	5	1	4	8	3195	1
SLA-001898	7/13/2026 20:36	7/13/2026 20:58	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	22	4.58	458	20	0	0	1	13	230	1
SLA-001899	8/3/2026 11:37	8/3/2026 21:47	IT_HARDWARE_PRINTING	LOW	LOW	LOW	IT Support	610	21.18	2270	11	0	0	6	5	1674	0
SLA-001900	3/4/2026 1:07	3/4/2026 10:17	ELEVATOR	MEDIUM	MEDIUM	MEDIUM	Facilities	550	38.19	890	1	2	0	29	13	699	1
SLA-001901	6/3/2026 9:37	6/3/2026 13:05	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	208	43.33	272	9	2	0	18	6	521	1
SLA-001902	3/3/2026 10:44	3/3/2026 15:53	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	309	21.46	1131	10	1	0	19	8	916	0
